ID,Gender,Date,Time
1003,female,2021-12-29,05170800
1003,female,2021-12-29,21490700
1003,female,2021-12-29,23322700
1003,female,2021-12-30,02291600
1003,female,2021-12-30,02330600
1003,female,2021-12-30,02431400
1003,female,2021-12-30,03153200
1003,female,2021-12-30,03161700
1003,female,2021-12-30,03343400
1003,female,2021-12-30,03351900
1003,female,2021-12-30,03452600
1003,female,2021-12-30,03553500
1003,female,2021-12-30,04054400
1003,female,2021-12-30,04101200
1003,female,2021-12-30,22563300
1003,female,2021-12-30,22591400
1003,female,2021-12-31,01294100
1003,female,2021-12-31,01370100
1003,female,2021-12-31,01470800
1003,female,2021-12-31,01571500
1003,female,2021-12-31,02402700
1003,female,2021-12-31,02404600
1003,female,2021-12-31,02505200
1003,female,2021-12-31,03005900
1003,female,2021-12-31,03110800
1003,female,2022-01-01,02343400
1003,female,2022-01-01,02430100
1003,female,2022-01-01,03532300
1003,female,2022-01-01,03571900
1003,female,2022-01-14,00074900
1003,female,2022-01-14,00101400
1003,female,2022-01-14,00202200
1003,female,2022-01-14,02020900
1003,female,2022-01-14,03212000
1003,female,2022-01-14,03223700
1003,female,2022-01-14,03324500
1003,female,2022-01-21,00111100
1003,female,2022-01-21,01103700
1003,female,2022-01-21,02063400
1003,female,2022-01-27,00494100
1003,female,2022-01-27,01473000
1003,female,2022-01-27,01485600
1003,female,2022-01-27,02253100
1003,female,2022-01-27,03210400
1003,female,2022-01-27,03213800
1003,female,2022-03-05,23183200
1003,female,2022-03-05,23242400
1003,female,2022-03-05,23343100
1003,female,2022-03-05,23443900
1003,female,2022-03-06,03512100
1003,female,2022-03-06,04003600
1003,female,2022-03-06,04104300
1003,female,2022-03-06,04205200
1003,female,2022-03-06,04310000
1003,female,2022-03-11,01030700
1003,female,2022-03-11,01101900
1003,female,2022-03-11,01244900
1003,female,2022-03-11,01322300
1003,female,2022-03-11,01341300
1003,female,2022-03-11,01442100
1003,female,2022-03-11,02433400
1003,female,2022-03-11,03545600
1003,female,2022-03-11,04092900
1003,female,2022-03-11,04324800
1003,female,2022-03-12,03113900
1003,female,2022-03-18,01344600
1003,female,2022-03-18,01372900
1003,female,2022-03-18,02103100
1003,female,2022-03-18,02115100
1003,female,2022-03-18,03552300
1003,female,2022-03-18,04010900
1003,female,2022-03-18,04111500
1003,female,2022-03-22,03055200
1003,female,2022-03-22,03105700
1003,female,2022-03-22,03471800
1003,female,2022-03-22,03560200
1003,female,2022-03-22,04061100
1003,female,2022-03-22,04162200
1003,female,2022-03-22,04531300
1003,female,2022-03-25,23130900
1003,female,2022-03-25,23163500
1003,female,2022-03-26,00391100
1003,female,2022-03-26,00392700
1003,female,2022-03-26,01422700
1003,female,2022-03-26,02085000
1003,female,2022-03-26,02110200
1003,female,2022-03-26,03364500
1003,female,2022-03-26,03392900
1003,female,2022-03-29,02054800
1003,female,2022-03-29,02120100
1003,female,2022-03-29,02181300
1003,female,2022-04-01,01520000
1003,female,2022-04-01,01521300
1003,female,2022-04-01,02305700
1003,female,2022-04-01,02353000
1003,female,2022-04-01,03564700
1003,female,2022-04-01,04064900
1003,female,2022-04-08,01071900
1003,female,2022-04-08,01161900
1003,female,2022-04-08,02063300
1003,female,2022-04-08,02080300
1003,female,2022-04-08,02493900
1003,female,2022-04-08,02555400
1003,female,2022-04-15,01575100
1003,female,2022-04-15,03181600
1003,female,2022-04-15,03212600
1003,female,2022-04-15,03482400
1003,female,2022-04-15,03503700
1003,female,2022-05-09,07404900
1003,female,2022-05-10,23104500
1003,female,2022-05-11,01034200
1003,female,2022-05-11,01104300
1003,female,2022-05-11,01554600
1003,female,2022-05-11,02215800
1003,female,2022-05-11,02220700
1003,female,2022-05-11,03184400
1003,female,2022-05-11,03535000
1003,female,2022-05-11,03540100
1003,female,2022-05-11,04233700
1003,female,2022-05-11,04264800
1003,female,2022-05-11,04330300
1003,female,2022-06-10,22584700
1003,female,2022-06-10,22585900
1003,female,2022-06-10,23090700
1003,female,2022-06-10,23530500
1003,female,2022-06-10,23570400
1003,female,2022-06-11,00182600
1003,female,2022-06-11,00270800
1003,female,2022-06-11,00371500
1003,female,2022-06-11,01594100
1003,female,2022-06-11,02091000
1003,female,2022-06-11,21440900
1003,female,2022-06-11,21481600
1003,female,2022-06-11,21582400
1003,female,2022-06-11,22083200
1003,female,2022-06-11,22382500
1003,female,2022-06-11,22405900
1003,female,2022-06-12,02313900
1003,female,2022-06-12,02340500
1003,female,2022-06-12,02441300
1003,female,2022-06-12,03505900
1003,female,2022-06-12,03525800
1003,female,2022-06-12,04030800
1003,female,2022-06-12,04131900
1003,female,2022-06-12,04232900
1003,female,2022-06-12,06170600
1003,female,2022-06-16,22190600
1003,female,2022-06-16,22373100
1003,female,2022-06-16,22434000
1003,female,2022-06-16,22434500
1003,female,2022-06-16,23465200
1003,female,2022-06-16,23503200
1003,female,2022-06-17,00435600
1003,female,2022-06-17,00523800
1003,female,2022-06-18,21564300
1003,female,2022-06-18,22050100
1003,female,2022-06-18,22150900
1003,female,2022-06-19,02093700
1003,female,2022-06-19,02131100
1003,female,2022-06-19,02231700
1003,female,2022-06-19,02332500
1003,female,2022-06-19,04552600
1003,female,2022-06-19,04590300
1003,female,2022-06-24,00482500
1003,female,2022-06-24,00553600
1003,female,2022-06-24,01054500
1003,female,2022-06-24,01543200
1003,female,2022-06-24,02034700
1003,female,2022-06-24,02303500
1003,female,2022-06-24,03032400
1003,female,2022-06-24,03061100
1003,female,2022-06-24,03125700
1003,female,2022-06-24,03212100
1003,female,2022-06-24,03240200
1003,female,2022-06-24,03471700
1003,female,2022-06-24,03542800
1003,female,2022-07-02,00240200
1003,female,2022-07-02,00264900
1003,female,2022-07-02,00543700
1003,female,2022-07-02,00545400
1003,female,2022-07-02,01370600
1003,female,2022-07-02,01375600
1003,female,2022-07-02,01480300
1003,female,2022-07-02,02453900
1003,female,2022-07-02,02535200
1003,female,2022-07-02,21394400
1003,female,2022-07-02,21395800
1003,female,2022-07-02,21500600
1003,female,2022-07-02,22001500
1003,female,2022-07-02,22102300
1003,female,2022-07-02,22203000
1003,female,2022-07-02,22303900
1003,female,2022-07-03,03094900
1003,female,2022-07-03,03174700
1003,female,2022-07-03,03275400
1003,female,2022-07-03,03380200
1003,female,2022-07-07,20105900
1003,female,2022-07-07,22594300
1003,female,2022-07-07,23063800
1003,female,2022-07-07,23104600
1003,female,2022-07-07,23274900
1003,female,2022-07-07,23352300
1003,female,2022-07-08,00361400
1003,female,2022-07-08,00403000
1003,female,2022-07-08,00503500
1003,female,2022-07-08,01495200
1003,female,2022-07-08,01563800
1003,female,2022-07-29,01122100
1003,female,2022-07-29,01182800
1003,female,2022-07-29,01283600
1003,female,2022-07-29,02112200
1003,female,2022-07-29,02332200
1003,female,2022-07-29,02390800
1003,female,2022-07-29,03162600
1003,female,2022-07-29,03261300
1003,female,2022-07-30,22062000
1003,female,2022-07-30,22162700
1003,female,2022-07-30,22263400
1003,female,2022-07-31,02001200
1003,female,2022-07-31,02095400
1003,female,2022-07-31,02200200
1003,female,2022-07-31,02301000
1003,female,2022-07-31,02401900
1003,female,2022-07-31,02444500
1003,female,2022-08-04,15365700
1003,female,2022-08-04,23585300
1003,female,2022-08-04,23585800
1003,female,2022-08-05,00090500
1003,female,2022-08-05,00564700
1003,female,2022-08-05,01021200
1003,female,2022-08-05,01472000
1003,female,2022-08-05,02433600
1003,female,2022-08-05,02462300
1003,female,2022-08-06,21461800
1003,female,2022-08-06,22034800
1003,female,2022-08-06,22051300
1003,female,2022-08-06,22152100
1003,female,2022-08-06,22252800
1003,female,2022-08-07,01522700
1003,female,2022-08-07,01582000
1003,female,2022-08-07,02082700
1003,female,2022-08-07,02183600
1003,female,2022-08-27,00524300
1003,female,2022-08-27,01025200
1003,female,2022-08-27,01440000
1003,female,2022-08-27,02392100
1003,female,2022-08-27,02393800
1003,female,2022-08-27,02494400
1003,female,2022-09-02,23095800
1003,female,2022-09-02,23120300
1003,female,2022-09-02,23220800
1003,female,2022-09-03,00105100
1003,female,2022-09-03,00111000
1003,female,2022-09-03,00371400
1003,female,2022-09-03,00422900
1003,female,2022-09-03,01492600
1003,female,2022-09-03,01573300
1003,female,2022-10-07,02480300
1003,female,2022-10-07,02502000
1003,female,2022-10-07,04041200
1003,female,2022-10-07,04135200
1003,female,2022-10-07,04235900
1003,female,2022-10-13,19522500
1003,female,2022-10-13,23574900
1003,female,2022-10-14,00005100
1003,female,2022-10-14,00105800
1003,female,2022-10-14,01444500
1003,female,2022-10-14,02205900
1003,female,2022-10-14,03334300
1003,female,2022-10-14,03360400
1003,female,2022-10-14,03461800
1003,female,2022-10-21,01113100
1003,female,2022-10-21,01185300
1003,female,2022-10-21,02053700
1003,female,2022-10-21,03010000
1003,female,2022-10-21,03012800
1003,female,2022-10-21,03113900
1003,female,2022-10-28,00474300
1003,female,2022-10-28,00551300
1003,female,2022-10-28,01052000
1003,female,2022-10-28,01535500
1003,female,2022-10-28,02053900
1003,female,2022-10-28,02361800
1003,female,2022-10-28,02440300
1003,female,2022-10-28,02541200
1003,female,2022-11-03,15361100
1003,female,2022-11-03,15363400
1003,female,2022-11-04,00514900
1003,female,2022-11-04,01014000
1003,female,2022-11-04,01114500
1003,female,2022-11-04,01215200
1003,female,2022-11-04,02282800
1003,female,2022-11-04,02354800
1003,female,2022-11-10,22243900
1003,female,2022-11-11,02053300
1003,female,2022-11-11,02143700
1003,female,2022-11-11,03170500
1003,female,2022-11-11,03190800
1003,female,2022-11-11,04183100
1003,female,2022-11-11,04245700
1003,female,2022-11-19,00590600
1003,female,2022-11-19,01111900
1003,female,2022-11-19,01193400
1003,female,2022-11-19,02072100
1003,female,2022-11-19,02113200
1003,female,2022-11-19,02490300
1003,female,2022-11-19,03405600
1003,female,2022-11-19,03454400
1003,female,2022-11-19,04403100
1003,female,2022-11-19,04474900
1004,male,2021-11-08,07063700
1004,male,2021-11-08,07164300
1004,male,2021-11-08,22002900
1004,male,2021-11-08,22585300
1004,male,2021-11-08,23402900
1004,male,2021-11-08,23460600
1004,male,2021-11-09,00030100
1004,male,2021-11-09,00191700
1004,male,2021-11-09,00211500
1004,male,2021-11-09,00475600
1004,male,2021-11-09,00484900
1004,male,2021-11-09,01004200
1004,male,2021-11-09,05502100
1004,male,2021-11-09,05514700
1004,male,2021-11-09,06015600
1004,male,2021-11-09,06120700
1004,male,2021-11-09,07170400
1004,male,2021-11-09,07205700
1004,male,2021-11-09,07311100
1004,male,2021-11-09,07443500
1004,male,2021-11-09,07474300
1004,male,2021-11-09,18582500
1004,male,2021-11-09,19054300
1004,male,2021-11-09,19155000
1004,male,2021-11-09,19255800
1004,male,2021-11-09,19360400
1004,male,2021-11-09,19461000
1004,male,2021-11-09,19561600
1004,male,2021-11-09,20062200
1004,male,2021-11-09,20162900
1004,male,2021-11-09,20580000
1004,male,2021-11-09,20595600
1004,male,2021-11-09,21100100
1004,male,2021-11-09,21200800
1004,male,2021-11-09,21301400
1004,male,2021-11-09,21402100
1004,male,2021-11-09,21502800
1004,male,2021-11-09,22003400
1004,male,2021-11-09,22104100
1004,male,2021-11-09,22204800
1004,male,2021-11-09,22305400
1004,male,2021-11-09,22410100
1004,male,2021-11-09,22510800
1004,male,2021-11-09,23011500
1004,male,2021-11-09,23112300
1004,male,2021-11-09,23213000
1004,male,2021-11-09,23313700
1004,male,2021-11-09,23414300
1004,male,2021-11-09,23515000
1004,male,2021-11-10,00015700
1004,male,2021-11-10,00120500
1004,male,2021-11-10,00221500
1004,male,2021-11-10,00322200
1004,male,2021-11-10,01071100
1004,male,2021-11-10,01261100
1004,male,2021-11-10,01361700
1004,male,2021-11-10,01563000
1004,male,2021-11-10,02063500
1004,male,2021-11-10,02164100
1004,male,2021-11-10,02264800
1004,male,2021-11-10,02365300
1004,male,2021-11-10,02465900
1004,male,2021-11-10,02570700
1004,male,2021-11-10,03071300
1004,male,2021-11-10,03172000
1004,male,2021-11-10,03273100
1004,male,2021-11-10,03373600
1004,male,2021-11-10,03474400
1004,male,2021-11-10,03575300
1004,male,2021-11-10,04080000
1004,male,2021-11-10,04180600
1004,male,2021-11-10,04281500
1004,male,2021-11-10,04382500
1004,male,2021-11-10,05212200
1004,male,2021-11-10,05253400
1004,male,2021-11-10,06505200
1004,male,2021-11-10,06562500
1004,male,2021-11-10,07084300
1004,male,2021-11-10,07102100
1004,male,2021-11-10,22002800
1004,male,2021-11-10,22010700
1004,male,2021-11-10,22111600
1004,male,2021-11-10,22212300
1004,male,2021-11-10,22312900
1004,male,2021-11-10,22413600
1004,male,2021-11-10,22514200
1004,male,2021-11-10,23014800
1004,male,2021-11-10,23115400
1004,male,2021-11-10,23220100
1004,male,2021-11-10,23320800
1004,male,2021-11-10,23421600
1004,male,2021-11-10,23522300
1004,male,2021-11-11,00023000
1004,male,2021-11-11,02483100
1004,male,2021-11-11,05145600
1004,male,2021-11-11,05205700
1004,male,2021-11-11,06245700
1004,male,2021-11-11,06452200
1004,male,2021-11-11,06503000
1004,male,2021-11-11,06574200
1004,male,2021-11-11,07031500
1004,male,2021-11-11,22125300
1004,male,2021-11-11,22223600
1004,male,2021-11-11,22540600
1004,male,2021-11-11,23012800
1004,male,2021-11-11,23442100
1004,male,2021-11-11,23443800
1004,male,2021-11-12,00154900
1004,male,2021-11-12,01131700
1004,male,2021-11-12,01134400
1004,male,2021-11-12,01235700
1004,male,2021-11-12,02204100
1004,male,2021-11-12,02224300
1004,male,2021-11-12,02472100
1004,male,2021-11-12,21392600
1004,male,2021-11-12,21430900
1004,male,2021-11-12,21532000
1004,male,2021-11-12,22450900
1004,male,2021-11-12,22502000
1004,male,2021-11-12,23002700
1004,male,2021-11-12,23103500
1004,male,2021-11-12,23204400
1004,male,2021-11-12,23385600
1004,male,2021-11-12,23431400
1004,male,2021-11-13,00380700
1004,male,2021-11-13,00395600
1004,male,2021-11-13,00500800
1004,male,2021-11-13,01001900
1004,male,2021-11-13,01070000
1004,male,2021-11-13,01150300
1004,male,2021-11-13,01251300
1004,male,2021-11-13,01352300
1004,male,2021-11-13,03411100
1004,male,2021-11-13,03502000
1004,male,2021-11-13,04002900
1004,male,2021-11-13,04103800
1004,male,2021-11-13,04205000
1004,male,2021-11-13,04310100
1004,male,2021-11-13,04411000
1004,male,2021-11-13,05251700
1004,male,2021-11-13,05290100
1004,male,2021-11-13,05534700
1004,male,2021-11-13,06182400
1004,male,2021-11-13,06194200
1004,male,2021-11-13,21495200
1004,male,2021-11-13,22221500
1004,male,2021-11-13,22243300
1004,male,2021-11-13,22344300
1004,male,2021-11-13,23424800
1004,male,2021-11-13,23443900
1004,male,2021-11-13,23544900
1004,male,2021-11-14,00050000
1004,male,2021-11-14,00151000
1004,male,2021-11-14,00251800
1004,male,2021-11-14,00352700
1004,male,2021-11-14,00453500
1004,male,2021-11-14,00554300
1004,male,2021-11-14,01055100
1004,male,2021-11-14,01160000
1004,male,2021-11-14,01260800
1004,male,2021-11-14,01361700
1004,male,2021-11-14,01462700
1004,male,2021-11-14,04244100
1004,male,2021-11-14,04553800
1004,male,2021-11-14,04581600
1004,male,2021-11-14,06202400
1004,male,2021-11-14,06280800
1004,male,2021-11-14,21405200
1004,male,2021-11-14,22563100
1004,male,2021-11-14,23033200
1004,male,2021-11-14,23134500
1004,male,2021-11-14,23235400
1004,male,2021-11-14,23340200
1004,male,2021-11-15,00473000
1004,male,2021-11-15,00540300
1004,male,2021-11-15,01041100
1004,male,2021-11-15,04421600
1004,male,2021-11-15,04482800
1004,male,2021-11-15,04583400
1004,male,2021-11-15,05084100
1004,male,2021-11-15,06230500
1004,male,2021-11-15,06241000
1004,male,2021-11-15,22134300
1004,male,2021-11-15,22160500
1004,male,2021-11-15,23162100
1004,male,2021-11-15,23261800
1004,male,2021-11-15,23362600
1004,male,2021-11-16,01040600
1004,male,2021-11-16,01062400
1004,male,2021-11-16,01163200
1004,male,2021-11-16,01264000
1004,male,2021-11-16,01364700
1004,male,2021-11-16,01465700
1004,male,2021-11-16,03180400
1004,male,2021-11-16,03233100
1004,male,2021-11-16,03333700
1004,male,2021-11-16,03434400
1004,male,2021-11-16,03535100
1004,male,2021-11-16,04035900
1004,male,2021-11-16,04421900
1004,male,2021-11-16,04480200
1004,male,2021-11-16,04502500
1004,male,2021-11-16,06245100
1004,male,2021-11-16,22424300
1004,male,2021-11-16,23301700
1004,male,2021-11-16,23312300
1004,male,2021-11-16,23380300
1004,male,2021-11-16,23400200
1004,male,2021-11-16,23475100
1004,male,2021-11-16,23575900
1004,male,2021-11-17,00080700
1004,male,2021-11-17,00181300
1004,male,2021-11-17,00281900
1004,male,2021-11-17,00382600
1004,male,2021-11-17,02271800
1004,male,2021-11-17,02280900
1004,male,2021-11-17,02381600
1004,male,2021-11-17,02482300
1004,male,2021-11-17,02582900
1004,male,2021-11-17,03083400
1004,male,2021-11-17,03184100
1004,male,2021-11-17,03284800
1004,male,2021-11-17,03385600
1004,male,2021-11-17,04192400
1004,male,2021-11-17,04344900
1004,male,2021-11-17,04375700
1004,male,2021-11-17,23021000
1004,male,2021-11-17,23082700
1004,male,2021-11-17,23521600
1004,male,2021-11-18,00053000
1004,male,2021-11-18,00143200
1004,male,2021-11-18,00145600
1004,male,2021-11-18,00310500
1004,male,2021-11-18,00481600
1004,male,2021-11-18,00534200
1004,male,2021-11-18,01163200
1004,male,2021-11-18,01492100
1004,male,2021-11-18,01521900
1004,male,2021-11-18,02094800
1004,male,2021-11-18,02202700
1004,male,2021-11-18,03192400
1004,male,2021-11-18,03445400
1004,male,2021-11-18,03492400
1004,male,2021-11-18,03544300
1004,male,2021-11-18,04094800
1004,male,2021-11-18,22392800
1004,male,2021-11-18,22445900
1004,male,2021-11-18,23252500
1004,male,2021-11-18,23280000
1004,male,2021-11-18,23365300
1004,male,2021-11-18,23394600
1004,male,2021-11-18,23504800
1004,male,2021-11-18,23571400
1004,male,2021-11-18,23585600
1004,male,2021-11-19,00090300
1004,male,2021-11-19,00135300
1004,male,2021-11-19,00493100
1004,male,2021-11-19,00541800
1004,male,2021-11-19,01042400
1004,male,2021-11-19,01271400
1004,male,2021-11-19,02303200
1004,male,2021-11-19,02323400
1004,male,2021-11-19,02375100
1004,male,2021-11-19,23122300
1004,male,2021-11-19,23200200
1004,male,2021-11-19,23301200
1004,male,2021-11-20,01133600
1004,male,2021-11-20,01231500
1004,male,2021-11-20,01332400
1004,male,2021-11-20,01425000
1004,male,2021-11-20,02245200
1004,male,2021-11-20,03090800
1004,male,2021-11-20,03222300
1004,male,2021-11-20,03240100
1004,male,2021-11-20,03532800
1004,male,2021-11-20,04481600
1004,male,2021-11-20,05082500
1004,male,2021-11-20,05110000
1004,male,2021-11-20,06003100
1004,male,2021-11-20,06093500
1004,male,2021-11-20,06472100
1004,male,2021-11-20,06492300
1004,male,2021-11-20,06593000
1004,male,2021-11-20,08154100
1004,male,2021-11-20,08205800
1004,male,2021-11-21,00192900
1004,male,2021-11-21,00270300
1004,male,2021-11-21,00561900
1004,male,2021-11-21,00592200
1004,male,2021-11-21,01093200
1004,male,2021-11-21,02133700
1004,male,2021-11-21,03185500
1004,male,2021-11-21,03244000
1004,male,2021-11-21,03512200
1004,male,2021-11-21,04222900
1004,male,2021-11-21,04315500
1004,male,2021-11-21,04353500
1004,male,2021-11-21,04454200
1004,male,2021-11-21,04520400
1004,male,2021-11-21,05005500
1004,male,2021-11-21,05223400
1004,male,2021-11-21,05225900
1004,male,2021-11-21,05330700
1004,male,2021-11-21,05431300
1004,male,2021-11-21,23553000
1004,male,2021-11-22,00025800
1004,male,2021-11-22,00433800
1004,male,2021-11-22,00460900
1004,male,2021-11-22,00561600
1004,male,2021-11-22,01062300
1004,male,2021-11-22,01163000
1004,male,2021-11-22,05214600
1004,male,2021-11-22,05220600
1004,male,2021-11-22,05321200
1004,male,2021-11-22,05421700
1004,male,2021-11-23,00360900
1004,male,2021-11-23,00412200
1004,male,2021-11-23,00513100
1004,male,2021-11-23,01295700
1004,male,2021-11-23,01354800
1004,male,2021-11-23,02122600
1004,male,2021-11-23,02141800
1004,male,2021-11-23,02185500
1004,male,2021-11-23,02593900
1004,male,2021-11-23,03035700
1004,male,2021-11-23,03140400
1004,male,2021-11-23,03411300
1004,male,2021-11-23,03463500
1004,male,2021-11-23,04202300
1004,male,2021-11-23,05145500
1004,male,2021-11-23,05182600
1004,male,2021-11-23,05280500
1004,male,2021-11-23,05444100
1004,male,2021-11-23,05470800
1004,male,2021-11-24,00402800
1004,male,2021-11-24,00414000
1004,male,2021-11-24,00441700
1004,male,2021-11-24,00542700
1004,male,2021-11-24,01113100
1004,male,2021-11-24,01181100
1004,male,2021-11-25,00064100
1004,male,2021-11-25,00073500
1004,male,2021-11-25,00174700
1004,male,2021-11-25,00275800
1004,male,2021-11-25,00525900
1004,male,2021-11-25,01162000
1004,male,2021-11-25,01200500
1004,male,2021-11-25,01301500
1004,male,2021-11-25,01402300
1004,male,2021-11-25,01554600
1004,male,2021-11-25,02222300
1004,male,2021-11-25,02262300
1004,male,2021-11-25,02363200
1004,male,2021-11-25,05590900
1004,male,2021-11-25,06040700
1004,male,2021-11-25,07095100
1004,male,2021-11-26,00371200
1004,male,2021-11-26,00374000
1004,male,2021-11-26,00475000
1004,male,2021-11-26,00575900
1004,male,2021-11-26,05423700
1004,male,2021-11-26,05453200
1004,male,2021-11-26,05553800
1004,male,2021-11-26,06054300
1004,male,2021-11-26,22182000
1004,male,2021-11-26,23323400
1004,male,2021-11-26,23335200
1004,male,2021-11-26,23440000
1004,male,2021-11-26,23540700
1004,male,2021-11-27,05182700
1004,male,2021-11-27,05211900
1004,male,2021-11-27,05312400
1004,male,2021-11-27,05413000
1004,male,2021-11-27,06393900
1004,male,2021-11-27,06430400
1004,male,2021-11-27,23344900
1004,male,2021-11-27,23403000
1004,male,2021-11-27,23503700
1004,male,2021-11-27,23535200
1004,male,2021-11-28,00040200
1004,male,2021-11-28,00141300
1004,male,2021-11-28,00242100
1004,male,2021-11-28,00342900
1004,male,2021-11-28,00443800
1004,male,2021-11-28,00544700
1004,male,2021-11-28,01045600
1004,male,2021-11-28,01150500
1004,male,2021-11-28,02230000
1004,male,2021-11-28,02275700
1004,male,2021-11-28,02281900
1004,male,2021-11-28,02382900
1004,male,2021-11-28,02483900
1004,male,2021-11-28,02585100
1004,male,2021-11-28,03090200
1004,male,2021-11-28,03191100
1004,male,2021-11-28,03292200
1004,male,2021-11-28,03393200
1004,male,2021-11-28,03494100
1004,male,2021-11-28,03595000
1004,male,2021-11-28,04100000
1004,male,2021-11-28,04201000
1004,male,2021-11-28,04302200
1004,male,2021-11-28,04403500
1004,male,2021-11-28,04504600
1004,male,2021-11-28,05005600
1004,male,2021-11-28,05110800
1004,male,2021-11-28,05211700
1004,male,2021-11-28,05312500
1004,male,2021-11-28,05413100
1004,male,2021-11-28,05513800
1004,male,2021-11-28,06014400
1004,male,2021-11-28,07463300
1004,male,2021-11-28,07475800
1004,male,2021-11-28,19451300
1004,male,2021-11-28,19531400
1004,male,2021-11-28,20273000
1004,male,2021-11-28,20361000
1004,male,2021-11-28,20461500
1004,male,2021-11-28,20562000
1004,male,2021-11-28,21062600
1004,male,2021-11-28,21163300
1004,male,2021-11-28,21264200
1004,male,2021-11-28,21365000
1004,male,2021-11-28,21454000
1004,male,2021-11-29,00050600
1004,male,2021-11-29,00145500
1004,male,2021-11-29,00250100
1004,male,2021-11-29,00350700
1004,male,2021-11-29,00451400
1004,male,2021-11-29,00552100
1004,male,2021-11-29,01052700
1004,male,2021-11-29,01153300
1004,male,2021-11-29,01254000
1004,male,2021-11-29,01354600
1004,male,2021-11-29,01455200
1004,male,2021-11-29,01555800
1004,male,2021-11-29,02060400
1004,male,2021-11-29,02161000
1004,male,2021-11-29,02261700
1004,male,2021-11-29,02362200
1004,male,2021-11-29,02462800
1004,male,2021-11-29,02563400
1004,male,2021-11-29,03063900
1004,male,2021-11-29,03164300
1004,male,2021-11-29,03264800
1004,male,2021-11-29,03365300
1004,male,2021-11-29,03570500
1004,male,2021-11-29,04071200
1004,male,2021-11-29,04171800
1004,male,2021-11-29,04272500
1004,male,2021-11-29,04373500
1004,male,2021-11-29,04474400
1004,male,2021-11-29,04575400
1004,male,2021-11-29,05080500
1004,male,2021-11-29,05181900
1004,male,2021-11-29,05283200
1004,male,2021-11-29,05384400
1004,male,2021-11-29,05485800
1004,male,2021-11-29,05590900
1004,male,2021-11-29,07434600
